行 ID, 订单 ID, 订单日期, 邮寄方式, 客户 ID, 客户名称, 细分, 城市, 省/自治区, 国家, 地区, 产品 ID, 类别, 子类别, 产品名称, 销售额, 数量, 折扣, 利润
119.0, CN-2017-3269021, 43016.0, 当日, 冯丽-17350, 冯丽丽, 消费者, 镇江, 江苏, 中国, 华东, 技术-设备-10003147, 技术, 设备, StarTech 收据打印机, 红色, 335.644, 9.0, 0.37, -170.99600000000004
120.0, CN-2017-3269021, 43016.0, 当日, 冯丽-17350, 冯丽丽, 消费者, 镇江, 江苏, 中国, 华东, 办公用-信封-10000118, 办公用品, 信封, GlobeWeis 马尼拉纸信封, 银色, 312.03999999999996, 10.0, 0.0, 27.72
121.0, CN-2017-3269021, 43016.0, 当日, 冯丽-17350, 冯丽丽, 消费者, 镇江, 江苏, 中国, 华东, 技术-配件-10002633, 技术, 配件, 罗技 记忆卡, 耐用, 1194.208, 12.0, 0.37, 173.48799999999994
122.0, CN-2017-3269021, 43016.0, 当日, 冯丽-17350, 冯丽丽, 消费者, 镇江, 江苏, 中国, 华东, 技术-电话-10002475, 技术, 电话, 诺基亚 办公室电话机, 全尺寸, 1335.832, 15.0, 0.37, -195.60800000000006
123.0, CN-2017-3269021, 43016.0, 当日, 冯丽-17350, 冯丽丽, 消费者, 镇江, 江苏, 中国, 华东, 办公用-收纳-10000793, 办公用品, 收纳具, Smead 锁柜, 单宽度, 2812.2999999999997, 11.0, 0.0, 222.18
124.0, CN-2017-3269021, 43016.0, 当日, 冯丽-17350, 冯丽丽, 消费者, 镇江, 江苏, 中国, 华东, 办公用-信封-10000562, 办公用品, 信封, Kraft 搭扣信封, 银色, 246.79999999999998, 12.0, 0.0, 97.44
125.0, CN-2017-3269021, 43016.0, 当日, 冯丽-17350, 冯丽丽, 消费者, 镇江, 江苏, 中国, 华东, 办公用-用品-10004613, 办公用品, 用品, Elite 美工刀, 工业, 238.45599999999996, 10.0, 0.37, -47.82399999999997
126.0, CN-2017-2594036, 42781.0, 标准级, 雷木-18415, 雷木兰, 消费者, 杭州, 浙江, 中国, 华东, 家具-椅子-10001116, 家具, 椅子, Hon 摇椅, 红色, 765.4719999999999, 10.0, 0.37, 60.872000000000014
127.0, US-2016-3737485, 42728.0, 二级, 马惠-14335, 马惠英, 公司, 杭州, 浙江, 中国, 华东, 技术-配件-10004773, 技术, 配件, 贝尔金 闪存驱动器, 回收, 590.5, 13.0, 0.37, -343.7
128.0, CN-2018-3815654, 43158.0, 标准级, 丁妮-18610, 丁妮, 公司, 禹州, 河南, 中国, 中南, 技术-复印-10003823, 技术, 复印机, 惠普 墨水, 彩色, 3070.6000000000004, 13.0, 0.0, 1335.6
129.0, US-2019-2352370, 43719.0, 标准级, 沈聪-11710, 沈聪, 消费者, 沈阳, 辽宁, 中国, 东北, 技术-配件-10002905, 技术, 配件, Enermax 键盘, 实惠, 1436.128, 14.0, 0.37, -163.6320000000003
130.0, US-2019-2352370, 43719.0, 标准级, 沈聪-11710, 沈聪, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-装订-10002241, 办公用品, 装订机, Cardinal 订书机, 透明, 1550.2840000000003, 19.0, 0.37, -682.8360000000004
131.0, CN-2017-2554132, 42933.0, 当日, 吕凤-12910, 吕凤, 小型企业, 珠海, 广东, 中国, 中南, 办公用-标签-10002989, 办公用品, 标签, Hon 运输标签, 白色, 511.54, 17.0, 0.0, 56.699999999999996
132.0, CN-2018-4214287, 43416.0, 标准级, 倪幂-18085, 倪幂, 消费者, 重庆, 重庆, 中国, 西南, 办公用-标签-10002776, 办公用品, 标签, Novimex 圆形标签, 可调, 111.83999999999999, 12.0, 0.0, 34.72
133.0, CN-2018-4214287, 43416.0, 标准级, 倪幂-18085, 倪幂, 消费者, 重庆, 重庆, 中国, 西南, 办公用-装订-10004829, 办公用品, 装订机, Avery 孔加固材料, 透明, 106.24000000000001, 12.0, 0.0, 16.8
134.0, US-2019-4736051, 43482.0, 二级, 杨健-14605, 杨健, 消费者, 肃州, 甘肃, 中国, 西北, 办公用-装订-10002836, 办公用品, 装订机, Avery 订书机, 回收, 585.0400000000001, 12.0, 0.37, -285.0400000000001
135.0, CN-2017-2084652, 43013.0, 标准级, 薛婷-21070, 薛婷, 消费者, 常州, 江苏, 中国, 华东, 家具-椅子-10001258, 家具, 椅子, Harbour Creations 扶手椅, 可调, 6699.399999999999, 13.0, 0.37, 555.1000000000004
136.0, CN-2017-2084652, 43013.0, 标准级, 薛婷-21070, 薛婷, 消费者, 常州, 江苏, 中国, 华东, 家具-用具-10000958, 家具, 用具, Advantus 门挡, 耐用, 387.304, 11.0, 0.37, -164.976
137.0, CN-2017-2084652, 43013.0, 标准级, 薛婷-21070, 薛婷, 消费者, 常州, 江苏, 中国, 华东, 办公用-标签-10004025, 办公用品, 标签, Harbour Creations 合法证物标签, 红色, 134.51999999999998, 10.0, 0.0, 31.919999999999998
138.0, US-2017-1904299, 42782.0, 标准级, 牛晒-19810, 牛晒明, 小型企业, 张家港, 江苏, 中国, 华东, 办公用-系固-10004120, 办公用品, 系固件, OIC 橡皮筋, 金属, 130.264, 10.0, 0.37, -35.336
139.0, CN-2019-3211633, 43564.0, 一级, 彭绅-19975, 彭绅, 公司, 长沙, 湖南, 中国, 中南, 家具-书架-10001491, 家具, 书架, Bush 古典书架, 金属, 3880.64, 10.0, 0.0, 153.72
140.0, CN-2019-3211633, 43564.0, 一级, 彭绅-19975, 彭绅, 公司, 长沙, 湖南, 中国, 中南, 办公用-器具-10000188, 办公用品, 器具, KitchenAid 冰箱, 银色, 7435.66, 11.0, 0.0, 2664.48
141.0, US-2016-5294254, 42671.0, 当日, 罗嫒-10060, 罗嫒, 小型企业, 杭州, 浙江, 中国, 华东, 家具-用具-10004218, 家具, 用具, Tenex 相框, 一包多件, 469.96, 11.0, 0.37, -72.66000000000003
142.0, CN-2018-3988119, 43206.0, 二级, 袁保-10405, 袁保, 公司, 昭通, 云南, 中国, 西南, 办公用-信封-10004848, 办公用品, 信封, Cameo 搭扣信封, 回收, 344.23999999999995, 16.0, 0.0, 2.24
146.0, CN-2019-4680780, 43670.0, 标准级, 陈安-10090, 陈安, 消费者, 临朐, 山东, 中国, 华东, 办公用-标签-10001201, 办公用品, 标签, Avery 合法证物标签, 红色, 190.24, 11.0, 0.0, 16.8
147.0, CN-2018-1190387, 43408.0, 一级, 苏晒-19825, 苏晒明, 消费者, 肇源, 黑龙江, 中国, 东北, 技术-复印-10002416, 技术, 复印机, 惠普 墨水, 红色, 626.1999999999999, 9.0, 0.0, 159.88
148.0, CN-2018-3230180, 43395.0, 标准级, 贺平-19105, 贺平, 消费者, 海口, 海南, 中国, 西南, 办公用-用品-10002649, 办公用品, 用品, Kleencut 修剪器, 钢, 415.08, 10.0, 0.0, 95.2
149.0, CN-2018-3230180, 43395.0, 标准级, 贺平-19105, 贺平, 消费者, 海口, 海南, 中国, 西南, 家具-用具-10001150, 家具, 用具, Tenex 闹钟, 耐用, 1137.1999999999998, 13.0, 0.0, 242.2
150.0, CN-2018-3230180, 43395.0, 标准级, 贺平-19105, 贺平, 消费者, 海口, 海南, 中国, 西南, 办公用-信封-10000118, 办公用品, 信封, GlobeWeis 马尼拉纸信封, 银色, 173.01999999999998, 9.0, 0.0, 13.86
151.0, CN-2017-5873075, 43023.0, 二级, 施丽-17380, 施丽丽, 公司, 肇源, 黑龙江, 中国, 东北, 办公用-器具-10004829, 办公用品, 器具, Breville 微波炉, 银色, 15560.28, 19.0, 0.0, 1085.7
152.0, CN-2018-4544243, 43361.0, 一级, 贺斯-20935, 贺斯云, 消费者, 襄城, 河南, 中国, 中南, 办公用-信封-10000118, 办公用品, 信封, GlobeWeis 马尼拉纸信封, 银色, 312.03999999999996, 10.0, 0.0, 27.72
153.0, CN-2018-4544243, 43361.0, 一级, 贺斯-20935, 贺斯云, 消费者, 襄城, 河南, 中国, 中南, 家具-椅子-10003780, 家具, 椅子, Harbour Creations 扶手椅, 红色, 2023.1619999999998, 9.0, 0.1, 751.4219999999999
154.0, CN-2017-5173564, 43074.0, 标准级, 秦淑-20440, 秦淑芳, 公司, 鹤岗, 黑龙江, 中国, 东北, 办公用-美术-10002705, 办公用品, 美术, Sanford 荧光笔, 蓝色, 269.19999999999993, 12.0, 0.2, 49.84000000000001
155.0, CN-2019-4862116, 43591.0, 二级, 顾丹-11965, 顾丹, 公司, 天津, 天津, 中国, 华北, 办公用-用品-10004419, 办公用品, 用品, Acme 剪刀, 工业, 412.84000000000003, 11.0, 0.0, 75.6
156.0, US-2018-2560726, 43222.0, 标准级, 康丽-15865, 康丽, 消费者, 温州, 浙江, 中国, 华东, 技术-电话-10004336, 技术, 电话, 三星 办公室电话机, 全尺寸, 1151.368, 14.0, 0.37, -37.63200000000006
157.0, CN-2019-4950934, 43767.0, 标准级, 秦宁-18670, 秦宁, 消费者, 四平, 吉林, 中国, 东北, 家具-用具-10002002, 家具, 用具, Deflect-O 门挡, 优质, 629.98, 11.0, 0.0, 154.56
158.0, CN-2019-4950934, 43767.0, 标准级, 秦宁-18670, 秦宁, 消费者, 四平, 吉林, 中国, 东北, 办公用-系固-10002230, 办公用品, 系固件, Stockwell 橡皮筋, 混合尺寸, 164.48000000000002, 10.0, 0.0, 54.6
159.0, CN-2019-2866628, 43599.0, 标准级, 贺宁-18700, 贺宁, 消费者, 安顺, 贵州, 中国, 西南, 技术-电话-10001136, 技术, 电话, 思科 耳机, 混合尺寸, 2164.0999999999995, 13.0, 0.0, 298.2
160.0, CN-2019-2866628, 43599.0, 标准级, 贺宁-18700, 贺宁, 消费者, 安顺, 贵州, 中国, 西南, 办公用-收纳-10003736, 办公用品, 收纳具, Rogers 文件夹, 单宽度, 750.8, 13.0, 0.0, 207.2
161.0, CN-2019-2866628, 43599.0, 标准级, 贺宁-18700, 贺宁, 消费者, 安顺, 贵州, 中国, 西南, 技术-配件-10000196, 技术, 配件, 罗技 闪存驱动器, 可编程, 332.75999999999993, 10.0, 0.0, 59.64
162.0, CN-2017-2810282, 42875.0, 标准级, 巩安-10180, 巩安, 小型企业, 高密, 山东, 中国, 华东, 技术-复印-10004433, 技术, 复印机, Brother 墨水, 红色, 1392.0, 10.0, 0.0, 285.03999999999996
163.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-系固-10001285, 办公用品, 系固件, Stockwell 订书钉, 整包, 64.24, 9.0, 0.37, 3.9200000000000017
164.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-纸张-10000746, 办公用品, 纸张, Eaton 信纸, 优质, 1088.2, 13.0, 0.0, 442.40000000000003
165.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-器具-10000224, 办公用品, 器具, Breville 咖啡研磨机, 银色, 384.616, 10.0, 0.37, -181.38400000000001
166.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-收纳-10000871, 办公用品, 收纳具, Eldon 盒, 工业, 284.6, 13.0, 0.0, 47.60000000000001
167.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-器具-10002081, 办公用品, 器具, Hamilton Beach 炉灶, 白色, 7600.719999999999, 13.0, 0.37, -2270.379999999999
168.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 技术-设备-10003561, 技术, 设备, 松下 收据打印机, 白色, 1036.2040000000002, 11.0, 0.37, -651.7560000000002
169.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 技术-电话-10000045, 技术, 电话, 苹果 信号增强器, 混合尺寸, 815.2000000000002, 10.0, 0.37, -39.2000000000001
170.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 家具-用具-10003781, 家具, 用具, Eldon 分层置放架, 耐用, 353.53599999999994, 12.0, 0.37, -53.42400000000001
171.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 家具-椅子-10002020, 家具, 椅子, Novimex 沙滩椅, 红色, 420.0640000000001, 11.0, 0.37, -0.33600000000001273
172.0, CN-2019-3381572, 43596.0, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-装订-10002552, 办公用品, 装订机, Wilson Jones 装订机, 回收, 108.928, 10.0, 0.37, -5.151999999999994
173.0, CN-2018-2491194, 43403.0, 标准级, 徐蔓-17965, 徐蔓楚, 公司, 洮南, 吉林, 中国, 东北, 办公用-美术-10002471, 办公用品, 美术, Boston 记号笔, 蓝色, 329.34400000000005, 11.0, 0.2, 55.103999999999985
174.0, CN-2017-5591357, 42816.0, 二级, 巩虢-13495, 巩虢, 公司, 西安, 陕西, 中国, 西北, 技术-复印-10004166, 技术, 复印机, 惠普 传真复印机, 红色, 2429.2599999999998, 11.0, 0.0, 694.26
175.0, CN-2019-5816959, 43507.0, 标准级, 陈丽-17605, 陈丽雪, 公司, 德阳, 四川, 中国, 西南, 办公用-标签-10002697, 办公用品, 标签, Smead 运输标签, 红色, 87.34, 9.0, 0.0, 23.38
176.0, CN-2019-5816959, 43507.0, 标准级, 陈丽-17605, 陈丽雪, 公司, 德阳, 四川, 中国, 西南, 办公用-信封-10000396, 办公用品, 信封, Ames 商业信封, 每套 50 个, 238.96000000000004, 11.0, 0.0, 24.36
177.0, CN-2019-5816959, 43507.0, 标准级, 陈丽-17605, 陈丽雪, 公司, 德阳, 四川, 中国, 西南, 办公用-装订-10002580, 办公用品, 装订机, Wilson Jones 订书机, 透明, 1118.608, 16.0, 0.37, -289.6320000000001
178.0, CN-2018-1122727, 43158.0, 标准级, 佘凤-12970, 佘凤, 公司, 运城, 山西, 中国, 华北, 家具-桌子-10003757, 家具, 桌子, Chromcraft 木桌, 组装, 8503.825, 13.0, 0.25, 1806.5249999999996
179.0, CN-2019-3122639, 43593.0, 一级, 曾惠-14485, 曾惠, 公司, 浯溪, 湖南, 中国, 中南, 技术-配件-10000680, 技术, 配件, 贝尔金 记忆卡, 耐用, 1644.28, 11.0, 0.0, 418.32
180.0, CN-2019-3122639, 43593.0, 一级, 曾惠-14485, 曾惠, 公司, 浯溪, 湖南, 中国, 中南, 家具-桌子-10001653, 家具, 桌子, Barricks 圆桌, 长方形, 7021.12, 12.0, 0.25, -2236.08
181.0, CN-2018-2866628, 43330.0, 标准级, 谢聪-11665, 谢聪, 消费者, 杭州, 浙江, 中国, 华东, 办公用-收纳-10000871, 办公用品, 收纳具, Eldon 盒, 工业, 284.6, 13.0, 0.0, 47.60000000000001
182.0, CN-2018-2062805, 43242.0, 标准级, 田妮-18595, 田妮, 小型企业, 南昌, 江西, 中国, 华东, 技术-设备-10000066, 技术, 设备, 松下 喷墨打印机, 耐用, 2947.96, 10.0, 0.0, 116.48
183.0, US-2019-5448418, 43719.0, 标准级, 严诚-11395, 严诚, 公司, 鞍山, 辽宁, 中国, 东北, 办公用-器具-10004796, 办公用品, 器具, Cuisinart 咖啡研磨机, 白色, 548.5, 13.0, 0.37, -51.80000000000007
184.0, US-2019-5448418, 43719.0, 标准级, 严诚-11395, 严诚, 公司, 鞍山, 辽宁, 中国, 东北, 技术-电话-10003828, 技术, 电话, 摩托罗拉 充电器, 混合尺寸, 5456.536, 11.0, 0.37, -2530.5840000000003
185.0, CN-2019-3022026, 43635.0, 标准级, 姚柏-19015, 姚柏, 消费者, 深圳, 广东, 中国, 中南, 办公用-系固-10004057, 办公用品, 系固件, OIC 夹子, 每包 12 个, 302.8, 11.0, 0.0, 104.58
186.0, CN-2016-1928578, 42626.0, 一级, 许绅-19960, 许绅, 消费者, 兰州, 甘肃, 中国, 西北, 办公用-信封-10001500, 办公用品, 信封, Ames 外皮和封条, 银色, 230.84, 10.0, 0.0, 13.719999999999999
187.0, CN-2016-1928578, 42626.0, 一级, 许绅-19960, 许绅, 消费者, 兰州, 甘肃, 中国, 西北, 办公用-系固-10003277, 办公用品, 系固件, Stockwell 图钉, 每包 12 个, 385.96, 18.0, 0.37, 17.360000000000014
188.0, CN-2016-1928578, 42626.0, 一级, 许绅-19960, 许绅, 消费者, 兰州, 甘肃, 中国, 西北, 办公用-装订-10003117, 办公用品, 装订机, Wilson Jones 标签, 耐用, 100.78, 11.0, 0.37, -33.6
189.0, CN-2016-2648094, 42681.0, 标准级, 彭雯-21790, 彭雯, 消费者, 廉洲, 广东, 中国, 中南, 技术-复印-10003759, 技术, 复印机, Hewlett 复印机, 红色, 7366.36, 14.0, 0.0, 2639.2799999999997
190.0, CN-2016-2648094, 42681.0, 标准级, 彭雯-21790, 彭雯, 消费者, 廉洲, 广东, 中国, 中南, 技术-电话-10002235, 技术, 电话, 诺基亚 音频基座, 混合尺寸, 3199.6800000000003, 12.0, 0.0, 1360.8
191.0, CN-2017-5172330, 42867.0, 标准级, 徐关-15655, 徐关茵, 公司, 石家庄, 河北, 中国, 华北, 办公用-纸张-10002493, 办公用品, 纸张, Enermax 备忘录便条, 优质, 180.16000000000003, 10.0, 0.0, 29.12
192.0, US-2016-1900777, 42730.0, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-系固-10002980, 办公用品, 系固件, Accos 夹子, 整包, 196.792, 11.0, 0.37, -84.16800000000002
193.0, US-2016-1900777, 42730.0, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-装订-10004829, 办公用品, 装订机, Avery 孔加固材料, 透明, 66.50800000000001, 11.0, 0.37, -9.072000000000003
194.0, US-2016-1900777, 42730.0, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-收纳-10003736, 办公用品, 收纳具, Rogers 文件夹, 单宽度, 320.71999999999997, 10.0, 0.0, 82.88
195.0, US-2016-1900777, 42730.0, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-收纳-10000501, 办公用品, 收纳具, Tenex 盘, 工业, 1310.1, 13.0, 0.0, 561.4
196.0, US-2016-1900777, 42730.0, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-信封-10002358, 办公用品, 信封, GlobeWeis 局间信封, 红色, 1232.4, 13.0, 0.0, 527.1
197.0, US-2016-1900777, 42730.0, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 技术-设备-10004218, 技术, 设备, 松下 收据打印机, 多色, 372.5199999999999, 9.0, 0.37, 39.48000000000005
198.0, CN-2017-2831197, 42801.0, 标准级, 黄丽-15820, 黄丽, 消费者, 哈尔滨, 黑龙江, 中国, 东北, 办公用-美术-10001717, 办公用品, 美术, Boston 钢笔, 混合尺寸, 98.96000000000002, 9.0, 0.2, 8.819999999999997
199.0, CN-2017-2831197, 42801.0, 标准级, 黄丽-15820, 黄丽, 消费者, 哈尔滨, 黑龙江, 中国, 东北, 办公用-用品-10004143, 办公用品, 用品, Kleencut 美工刀, 锯齿状, 472.9, 11.0, 0.0, 149.1
200.0, US-2019-3405401, 43598.0, 标准级, 万刚-13195, 万刚, 公司, 武汉, 湖北, 中国, 中南, 技术-配件-10001327, 技术, 配件, Enermax 记忆卡, 实惠, 1315.168, 12.0, 0.37, -256.592
201.0, US-2018-3065733, 43270.0, 标准级, 毛升-20155, 毛升, 小型企业, 苏州, 江苏, 中国, 华东, 家具-桌子-10004333, 家具, 桌子, Barricks 电脑桌, 长方形, 2696.2960000000003, 11.0, 0.6, -732.1439999999993
202.0, US-2016-3069391, 42401.0, 标准级, 贺丹-11950, 贺丹, 消费者, 成都, 四川, 中国, 西南, 家具-椅子-10000519, 家具, 椅子, SAFCO 扶手椅, 黑色, 2604.399999999999, 10.0, 0.37, -556.9199999999996
203.0, US-2016-3069391, 42401.0, 标准级, 贺丹-11950, 贺丹, 消费者, 成都, 四川, 中国, 西南, 技术-配件-10001141, 技术, 配件, 贝尔金 键盘, 实惠, 973.4559999999999, 12.0, 0.37, 156.5759999999999
204.0, CN-2017-3065733, 42738.0, 二级, 黄丽-15820, 黄丽, 消费者, 廊坊, 河北, 中国, 华北, 办公用-标签-10002581, 办公用品, 标签, Avery 可去除的标签, 可调, 195.28, 12.0, 0.0, 72.24000000000001
205.0, CN-2019-1628412, 43584.0, 二级, 常盛-20305, 常盛, 消费者, 上海, 上海, 中国, 华东, 办公用-装订-10000416, 办公用品, 装订机, Acco 订书机, 耐用, 524.84, 10.0, 0.0, 132.44
206.0, CN-2019-2828219, 43607.0, 标准级, 周诚-11275, 周诚, 公司, 集宁, 内蒙古, 中国, 华北, 办公用-纸张-10002428, 办公用品, 纸张, 施乐 信纸, 多色, 1549.08, 15.0, 0.0, 727.16
207.0, CN-2019-2828219, 43607.0, 标准级, 周诚-11275, 周诚, 公司, 集宁, 内蒙古, 中国, 华北, 技术-电话-10003187, 技术, 电话, 诺基亚 充电器, 混合尺寸, 8978.74, 13.0, 0.37, 1043.1399999999985
208.0, US-2018-4870971, 43433.0, 标准级, 傅晨-11110, 傅晨, 公司, 枝江, 湖北, 中国, 中南, 技术-配件-10004773, 技术, 配件, 贝尔金 闪存驱动器, 回收, 924.4, 16.0, 0.37, -549.9200000000001
209.0, US-2018-4870971, 43433.0, 标准级, 傅晨-11110, 傅晨, 公司, 枝江, 湖北, 中国, 中南, 技术-电话-10002515, 技术, 电话, 诺基亚 智能手机, 混合尺寸, 1445.2, 12.0, 0.37, 188.15999999999997
210.0, US-2017-5033587, 42820.0, 标准级, 彭丽-17650, 彭丽雪, 小型企业, 肃州, 甘肃, 中国, 西北, 办公用-用品-10001051, 办公用品, 用品, Kleencut 开信刀, 钢, 700.7919999999999, 17.0, 0.37, -379.00800000000004
211.0, US-2017-5033587, 42820.0, 标准级, 彭丽-17650, 彭丽雪, 小型企业, 肃州, 甘肃, 中国, 西北, 办公用-收纳-10001478, 办公用品, 收纳具, Fellowes 锁柜, 工业, 2943.34, 11.0, 0.0, 1396.08
212.0, CN-2018-5339863, 43200.0, 一级, 贾柏-18910, 贾柏, 小型企业, 潍坊, 山东, 中国, 华东, 办公用-标签-10002541, 办公用品, 标签, Harbour Creations 运输标签, 可调, 77.68, 9.0, 0.0, 6.02
