行ID,订单ID,订单日期,发货日期,邮寄方式,客户ID,客户名称,细分,城市,省/自治区,国家,地区,产品ID,类别,子类别,产品名称,销售额,数量,折扣,利润,
132, CN-2018-4214287,43416,43421, 标准级, 倪幂-18085, 倪幂, 消费者, 重庆, 重庆, 中国, 西南, 办公用-标签-10002776, 办公用品, 标签, Novimex 圆形标签, 可调,111.84,12,0,34.72
133, CN-2018-4214287,43416,43421, 标准级, 倪幂-18085, 倪幂, 消费者, 重庆, 重庆, 中国, 西南, 办公用-装订-10004829, 办公用品, 装订机, Avery 孔加固材料, 透明,106.24,12,0,16.8
134, US-2019-4736051,43482,43487, 二级, 杨健-14605, 杨健, 消费者, 肃州, 甘肃, 中国, 西北, 办公用-装订-10002836, 办公用品, 装订机, Avery 订书机, 回收,585.04,12,0.37,-285.04
135, CN-2017-2084652,43013,43019, 标准级, 薛婷-21070, 薛婷, 消费者, 常州, 江苏, 中国, 华东, 家具-椅子-10001258, 家具, 椅子, Harbour Creations 扶手椅, 可调,6699.4,13,0.37,555.1
136, CN-2017-2084652,43013,43019, 标准级, 薛婷-21070, 薛婷, 消费者, 常州, 江苏, 中国, 华东, 家具-用具-10000958, 家具, 用具, Advantus 门挡, 耐用,387.304,11,0.37,-164.976
137, CN-2017-2084652,43013,43019, 标准级, 薛婷-21070, 薛婷, 消费者, 常州, 江苏, 中国, 华东, 办公用-标签-10004025, 办公用品, 标签, Harbour Creations 合法证物标签, 红色,134.52,10,0,31.92
138, US-2017-1904299,42782,42788, 标准级, 牛晒-19810, 牛晒明, 小型企业, 张家港, 江苏, 中国, 华东, 办公用-系固-10004120, 办公用品, 系固件, OIC 橡皮筋, 金属,130.264,10,0.37,-35.336
139, CN-2019-3211633,43564,43565, 一级, 彭绅-19975, 彭绅, 公司, 长沙, 湖南, 中国, 中南, 家具-书架-10001491, 家具, 书架, Bush 古典书架, 金属,3880.64,10,0,153.72
140, CN-2019-3211633,43564,43565, 一级, 彭绅-19975, 彭绅, 公司, 长沙, 湖南, 中国, 中南, 办公用-器具-10000188, 办公用品, 器具, KitchenAid 冰箱, 银色,7435.66,11,0,2664.48
141, US-2016-5294254,42671,42671, 当日, 罗嫒-10060, 罗嫒, 小型企业, 杭州, 浙江, 中国, 华东, 家具-用具-10004218, 家具, 用具, Tenex 相框, 一包多件,469.96,11,0.37,-72.66
142, CN-2018-3988119,43206,43210, 二级, 袁保-10405, 袁保, 公司, 昭通, 云南, 中国, 西南, 办公用-信封-10004848, 办公用品, 信封, Cameo 搭扣信封, 回收,344.24,16,0,2.24
146, CN-2019-4680780,43670,43677, 标准级, 陈安-10090, 陈安, 消费者, 临朐, 山东, 中国, 华东, 办公用-标签-10001201, 办公用品, 标签, Avery 合法证物标签, 红色,190.24,11,0,16.8
147, CN-2018-1190387,43408,43411, 一级, 苏晒-19825, 苏晒明, 消费者, 肇源, 黑龙江, 中国, 东北, 技术-复印-10002416, 技术, 复印机, 惠普 墨水, 红色,626.2,9,0,159.88
148, CN-2018-3230180,43395,43401, 标准级, 贺平-19105, 贺平, 消费者, 海口, 海南, 中国, 西南, 办公用-用品-10002649, 办公用品, 用品, Kleencut 修剪器, 钢,415.08,10,0,95.2
149, CN-2018-3230180,43395,43401, 标准级, 贺平-19105, 贺平, 消费者, 海口, 海南, 中国, 西南, 家具-用具-10001150, 家具, 用具, Tenex 闹钟, 耐用,1137.2,13,0,242.2
150, CN-2018-3230180,43395,43401, 标准级, 贺平-19105, 贺平, 消费者, 海口, 海南, 中国, 西南, 办公用-信封-10000118, 办公用品, 信封, GlobeWeis 马尼拉纸信封, 银色,173.02,9,0,13.86
151, CN-2017-5873075,43023,43028, 二级, 施丽-17380, 施丽丽, 公司, 肇源, 黑龙江, 中国, 东北, 办公用-器具-10004829, 办公用品, 器具, Breville 微波炉, 银色,15560.28,19,0,1085.7
152, CN-2018-4544243,43361,43363, 一级, 贺斯-20935, 贺斯云, 消费者, 襄城, 河南, 中国, 中南, 办公用-信封-10000118, 办公用品, 信封, GlobeWeis 马尼拉纸信封, 银色,312.04,10,0,27.72
153, CN-2018-4544243,43361,43363, 一级, 贺斯-20935, 贺斯云, 消费者, 襄城, 河南, 中国, 中南, 家具-椅子-10003780, 家具, 椅子, Harbour Creations 扶手椅, 红色,2023.162,9,0.1,751.422
154, CN-2017-5173564,43074,43079, 标准级, 秦淑-20440, 秦淑芳, 公司, 鹤岗, 黑龙江, 中国, 东北, 办公用-美术-10002705, 办公用品, 美术, Sanford 荧光笔, 蓝色,269.2,12,0.2,49.84
155, CN-2019-4862116,43591,43596, 二级, 顾丹-11965, 顾丹, 公司, 天津, 天津, 中国, 华北, 办公用-用品-10004419, 办公用品, 用品, Acme 剪刀, 工业,412.84,11,0,75.6
156, US-2018-2560726,43222,43227, 标准级, 康丽-15865, 康丽, 消费者, 温州, 浙江, 中国, 华东, 技术-电话-10004336, 技术, 电话, 三星 办公室电话机, 全尺寸,1151.368,14,0.37,-37.632
157, CN-2019-4950934,43767,43772, 标准级, 秦宁-18670, 秦宁, 消费者, 四平, 吉林, 中国, 东北, 家具-用具-10002002, 家具, 用具, Deflect-O 门挡, 优质,629.98,11,0,154.56
158, CN-2019-4950934,43767,43772, 标准级, 秦宁-18670, 秦宁, 消费者, 四平, 吉林, 中国, 东北, 办公用-系固-10002230, 办公用品, 系固件, Stockwell 橡皮筋, 混合尺寸,164.48,10,0,54.6
159, CN-2019-2866628,43599,43605, 标准级, 贺宁-18700, 贺宁, 消费者, 安顺, 贵州, 中国, 西南, 技术-电话-10001136, 技术, 电话, 思科 耳机, 混合尺寸,2164.1,13,0,298.2
160, CN-2019-2866628,43599,43605, 标准级, 贺宁-18700, 贺宁, 消费者, 安顺, 贵州, 中国, 西南, 办公用-收纳-10003736, 办公用品, 收纳具, Rogers 文件夹, 单宽度,750.8,13,0,207.2
161, CN-2019-2866628,43599,43605, 标准级, 贺宁-18700, 贺宁, 消费者, 安顺, 贵州, 中国, 西南, 技术-配件-10000196, 技术, 配件, 罗技 闪存驱动器, 可编程,332.76,10,0,59.64
162, CN-2017-2810282,42875,42879, 标准级, 巩安-10180, 巩安, 小型企业, 高密, 山东, 中国, 华东, 技术-复印-10004433, 技术, 复印机, Brother 墨水, 红色,1392,10,0,285.04
163, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-系固-10001285, 办公用品, 系固件, Stockwell 订书钉, 整包,64.24,9,0.37,3.92
164, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-纸张-10000746, 办公用品, 纸张, Eaton 信纸, 优质,1088.2,13,0,442.4
165, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-器具-10000224, 办公用品, 器具, Breville 咖啡研磨机, 银色,384.616,10,0.37,-181.384
166, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-收纳-10000871, 办公用品, 收纳具, Eldon 盒, 工业,284.6,13,0,47.6
167, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-器具-10002081, 办公用品, 器具, Hamilton Beach 炉灶, 白色,7600.72,13,0.37,-2270.38
168, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 技术-设备-10003561, 技术, 设备, 松下 收据打印机, 白色,1036.204,11,0.37,-651.756
169, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 技术-电话-10000045, 技术, 电话, 苹果 信号增强器, 混合尺寸,815.2,10,0.37,-39.2
170, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 家具-用具-10003781, 家具, 用具, Eldon 分层置放架, 耐用,353.536,12,0.37,-53.424
171, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 家具-椅子-10002020, 家具, 椅子, Novimex 沙滩椅, 红色,420.064,11,0.37,-0.336
172, CN-2019-3381572,43596,43596, 当日, 田谙-18850, 田谙, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-装订-10002552, 办公用品, 装订机, Wilson Jones 装订机, 回收,108.928,10,0.37,-5.152
173, CN-2018-2491194,43403,43408, 标准级, 徐蔓-17965, 徐蔓楚, 公司, 洮南, 吉林, 中国, 东北, 办公用-美术-10002471, 办公用品, 美术, Boston 记号笔, 蓝色,329.344,11,0.2,55.104
174, CN-2017-5591357,42816,42819, 二级, 巩虢-13495, 巩虢, 公司, 西安, 陕西, 中国, 西北, 技术-复印-10004166, 技术, 复印机, 惠普 传真复印机, 红色,2429.26,11,0,694.26
175, CN-2019-5816959,43507,43512, 标准级, 陈丽-17605, 陈丽雪, 公司, 德阳, 四川, 中国, 西南, 办公用-标签-10002697, 办公用品, 标签, Smead 运输标签, 红色,87.34,9,0,23.38
176, CN-2019-5816959,43507,43512, 标准级, 陈丽-17605, 陈丽雪, 公司, 德阳, 四川, 中国, 西南, 办公用-信封-10000396, 办公用品, 信封, Ames 商业信封, 每套 50 个,238.96,11,0,24.36
177, CN-2019-5816959,43507,43512, 标准级, 陈丽-17605, 陈丽雪, 公司, 德阳, 四川, 中国, 西南, 办公用-装订-10002580, 办公用品, 装订机, Wilson Jones 订书机, 透明,1118.608,16,0.37,-289.632
178, CN-2018-1122727,43158,43162, 标准级, 佘凤-12970, 佘凤, 公司, 运城, 山西, 中国, 华北, 家具-桌子-10003757, 家具, 桌子, Chromcraft 木桌, 组装,8503.825,13,0.25,1806.525
179, CN-2019-3122639,43593,43596, 一级, 曾惠-14485, 曾惠, 公司, 浯溪, 湖南, 中国, 中南, 技术-配件-10000680, 技术, 配件, 贝尔金 记忆卡, 耐用,1644.28,11,0,418.32
180, CN-2019-3122639,43593,43596, 一级, 曾惠-14485, 曾惠, 公司, 浯溪, 湖南, 中国, 中南, 家具-桌子-10001653, 家具, 桌子, Barricks 圆桌, 长方形,7021.12,12,0.25,-2236.08
181, CN-2018-2866628,43330,43334, 标准级, 谢聪-11665, 谢聪, 消费者, 杭州, 浙江, 中国, 华东, 办公用-收纳-10000871, 办公用品, 收纳具, Eldon 盒, 工业,284.6,13,0,47.6
182, CN-2018-2062805,43242,43246, 标准级, 田妮-18595, 田妮, 小型企业, 南昌, 江西, 中国, 华东, 技术-设备-10000066, 技术, 设备, 松下 喷墨打印机, 耐用,2947.96,10,0,116.48
183, US-2019-5448418,43719,43724, 标准级, 严诚-11395, 严诚, 公司, 鞍山, 辽宁, 中国, 东北, 办公用-器具-10004796, 办公用品, 器具, Cuisinart 咖啡研磨机, 白色,548.5,13,0.37,-51.8
184, US-2019-5448418,43719,43724, 标准级, 严诚-11395, 严诚, 公司, 鞍山, 辽宁, 中国, 东北, 技术-电话-10003828, 技术, 电话, 摩托罗拉 充电器, 混合尺寸,5456.536,11,0.37,-2530.584
185, CN-2019-3022026,43635,43639, 标准级, 姚柏-19015, 姚柏, 消费者, 深圳, 广东, 中国, 中南, 办公用-系固-10004057, 办公用品, 系固件, OIC 夹子, 每包 12 个,302.8,11,0,104.58
186, CN-2016-1928578,42626,42627, 一级, 许绅-19960, 许绅, 消费者, 兰州, 甘肃, 中国, 西北, 办公用-信封-10001500, 办公用品, 信封, Ames 外皮和封条, 银色,230.84,10,0,13.72
187, CN-2016-1928578,42626,42627, 一级, 许绅-19960, 许绅, 消费者, 兰州, 甘肃, 中国, 西北, 办公用-系固-10003277, 办公用品, 系固件, Stockwell 图钉, 每包 12 个,385.96,18,0.37,17.36
188, CN-2016-1928578,42626,42627, 一级, 许绅-19960, 许绅, 消费者, 兰州, 甘肃, 中国, 西北, 办公用-装订-10003117, 办公用品, 装订机, Wilson Jones 标签, 耐用,100.78,11,0.37,-33.6
189, CN-2016-2648094,42681,42686, 标准级, 彭雯-21790, 彭雯, 消费者, 廉洲, 广东, 中国, 中南, 技术-复印-10003759, 技术, 复印机, Hewlett 复印机, 红色,7366.36,14,0,2639.28
190, CN-2016-2648094,42681,42686, 标准级, 彭雯-21790, 彭雯, 消费者, 廉洲, 广东, 中国, 中南, 技术-电话-10002235, 技术, 电话, 诺基亚 音频基座, 混合尺寸,3199.68,12,0,1360.8
191, CN-2017-5172330,42867,42873, 标准级, 徐关-15655, 徐关茵, 公司, 石家庄, 河北, 中国, 华北, 办公用-纸张-10002493, 办公用品, 纸张, Enermax 备忘录便条, 优质,180.16,10,0,29.12
192, US-2016-1900777,42730,42735, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-系固-10002980, 办公用品, 系固件, Accos 夹子, 整包,196.792,11,0.37,-84.168
193, US-2016-1900777,42730,42735, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-装订-10004829, 办公用品, 装订机, Avery 孔加固材料, 透明,66.508,11,0.37,-9.072
194, US-2016-1900777,42730,42735, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-收纳-10003736, 办公用品, 收纳具, Rogers 文件夹, 单宽度,320.72,10,0,82.88
195, US-2016-1900777,42730,42735, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-收纳-10000501, 办公用品, 收纳具, Tenex 盘, 工业,1310.1,13,0,561.4
196, US-2016-1900777,42730,42735, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 办公用-信封-10002358, 办公用品, 信封, GlobeWeis 局间信封, 红色,1232.4,13,0,527.1
197, US-2016-1900777,42730,42735, 标准级, 苏冬-12430, 苏冬露, 小型企业, 包头, 内蒙古, 中国, 华北, 技术-设备-10004218, 技术, 设备, 松下 收据打印机, 多色,372.52,9,0.37,39.48
198, CN-2017-2831197,42801,42806, 标准级, 黄丽-15820, 黄丽, 消费者, 哈尔滨, 黑龙江, 中国, 东北, 办公用-美术-10001717, 办公用品, 美术, Boston 钢笔, 混合尺寸,98.96,9,0.2,8.82
199, CN-2017-2831197,42801,42806, 标准级, 黄丽-15820, 黄丽, 消费者, 哈尔滨, 黑龙江, 中国, 东北, 办公用-用品-10004143, 办公用品, 用品, Kleencut 美工刀, 锯齿状,472.9,11,0,149.1
200, US-2019-3405401,43598,43603, 标准级, 万刚-13195, 万刚, 公司, 武汉, 湖北, 中国, 中南, 技术-配件-10001327, 技术, 配件, Enermax 记忆卡, 实惠,1315.168,12,0.37,-256.592
201, US-2018-3065733,43270,43275, 标准级, 毛升-20155, 毛升, 小型企业, 苏州, 江苏, 中国, 华东, 家具-桌子-10004333, 家具, 桌子, Barricks 电脑桌, 长方形,2696.296,11,0.6,-732.144
202, US-2016-3069391,42401,42405, 标准级, 贺丹-11950, 贺丹, 消费者, 成都, 四川, 中国, 西南, 家具-椅子-10000519, 家具, 椅子, SAFCO 扶手椅, 黑色,2604.4,10,0.37,-556.92
203, US-2016-3069391,42401,42405, 标准级, 贺丹-11950, 贺丹, 消费者, 成都, 四川, 中国, 西南, 技术-配件-10001141, 技术, 配件, 贝尔金 键盘, 实惠,973.456,12,0.37,156.576
204, CN-2017-3065733,42738,42743, 二级, 黄丽-15820, 黄丽, 消费者, 廊坊, 河北, 中国, 华北, 办公用-标签-10002581, 办公用品, 标签, Avery 可去除的标签, 可调,195.28,12,0,72.24
205, CN-2019-1628412,43584,43586, 二级, 常盛-20305, 常盛, 消费者, 上海, 上海, 中国, 华东, 办公用-装订-10000416, 办公用品, 装订机, Acco 订书机, 耐用,524.84,10,0,132.44
206, CN-2019-2828219,43607,43611, 标准级, 周诚-11275, 周诚, 公司, 集宁, 内蒙古, 中国, 华北, 办公用-纸张-10002428, 办公用品, 纸张, 施乐 信纸, 多色,1549.08,15,0,727.16
207, CN-2019-2828219,43607,43611, 标准级, 周诚-11275, 周诚, 公司, 集宁, 内蒙古, 中国, 华北, 技术-电话-10003187, 技术, 电话, 诺基亚 充电器, 混合尺寸,8978.74,13,0.37,1043.14
208, US-2018-4870971,43433,43437, 标准级, 傅晨-11110, 傅晨, 公司, 枝江, 湖北, 中国, 中南, 技术-配件-10004773, 技术, 配件, 贝尔金 闪存驱动器, 回收,924.4,16,0.37,-549.92
209, US-2018-4870971,43433,43437, 标准级, 傅晨-11110, 傅晨, 公司, 枝江, 湖北, 中国, 中南, 技术-电话-10002515, 技术, 电话, 诺基亚 智能手机, 混合尺寸,1445.2,12,0.37,188.16
210, US-2017-5033587,42820,42827, 标准级, 彭丽-17650, 彭丽雪, 小型企业, 肃州, 甘肃, 中国, 西北, 办公用-用品-10001051, 办公用品, 用品, Kleencut 开信刀, 钢,700.792,17,0.37,-379.008
211, US-2017-5033587,42820,42827, 标准级, 彭丽-17650, 彭丽雪, 小型企业, 肃州, 甘肃, 中国, 西北, 办公用-收纳-10001478, 办公用品, 收纳具, Fellowes 锁柜, 工业,2943.34,11,0,1396.08
212, CN-2018-5339863,43200,43202, 一级, 贾柏-18910, 贾柏, 小型企业, 潍坊, 山东, 中国, 华东, 办公用-标签-10002541, 办公用品, 标签, Harbour Creations 运输标签, 可调,77.68,9,0,6.02
213, CN-2018-5339863,43200,43202, 一级, 贾柏-18910, 贾柏, 小型企业, 潍坊, 山东, 中国, 华东, 办公用-收纳-10003407, 办公用品, 收纳具, Tenex 盒, 金属,251.98,11,0,69.72
214, CN-2018-2995973,43317,43319, 二级, 陈健-14545, 陈健, 公司, 潍坊, 山东, 中国, 华东, 办公用-装订-10004876, 办公用品, 装订机, Avery 标签, 实惠,181.7,13,0,73.5
215, CN-2018-2995973,43317,43319, 二级, 陈健-14545, 陈健, 公司, 潍坊, 山东, 中国, 华东, 办公用-装订-10003513, 办公用品, 装订机, Acco 标签, 耐用,222.16,12,0,48.72
216, CN-2018-2995973,43317,43319, 二级, 陈健-14545, 陈健, 公司, 潍坊, 山东, 中国, 华东, 技术-配件-10001881, 技术, 配件, Enermax 鼠标, 可编程,424.04,10,0,23.24
217, CN-2018-3266914,43399,43401, 一级, 赵德-12145, 赵德伟, 消费者, 河源, 广东, 中国, 中南, 技术-配件-10003605, 技术, 配件, SanDisk 闪存驱动器, 回收,382.6,10,0,27.72
218, CN-2018-3266914,43399,43401, 一级, 赵德-12145, 赵德伟, 消费者, 河源, 广东, 中国, 中南, 办公用-用品-10004796, 办公用品, 用品, Stiletto 大剪刀, 工业,497.96,10,0,69.44
219, CN-2018-3266914,43399,43401, 一级, 赵德-12145, 赵德伟, 消费者, 河源, 广东, 中国, 中南, 技术-配件-10004228, 技术, 配件, Enermax 键盘, 回收,1171.78,11,0,375.06
220, CN-2018-3266914,43399,43401, 一级, 赵德-12145, 赵德伟, 消费者, 河源, 广东, 中国, 中南, 办公用-标签-10001866, 办公用品, 标签, Novimex 运输标签, 可调,324.08,15,0,34.3
221, US-2016-1255631,42399,42403, 二级, 范晒-19780, 范晒明, 消费者, 朗乡, 黑龙江, 中国, 东北, 办公用-美术-10000410, 办公用品, 美术, BIC 铅笔刀, 金属,260.016,10,0.2,-42.504
222, US-2016-1255631,42399,42403, 二级, 范晒-19780, 范晒明, 消费者, 朗乡, 黑龙江, 中国, 东北, 办公用-用品-10002431, 办公用品, 用品, Kleencut 剪刀, 锯齿状,388.48,12,0,109.76
223, US-2016-1255631,42399,42403, 二级, 范晒-19780, 范晒明, 消费者, 朗乡, 黑龙江, 中国, 东北, 办公用-标签-10000058, 办公用品, 标签, Novimex 运输标签, 白色,187.72,11,0,72.24
224, US-2016-1255631,42399,42403, 二级, 范晒-19780, 范晒明, 消费者, 朗乡, 黑龙江, 中国, 东北, 技术-配件-10000196, 技术, 配件, 罗技 闪存驱动器, 可编程,780.9,13,0,149.1
225, US-2016-1255631,42399,42403, 二级, 范晒-19780, 范晒明, 消费者, 朗乡, 黑龙江, 中国, 东北, 办公用-装订-10003513, 办公用品, 装订机, Acco 标签, 耐用,175.12,11,0,36.54
226, US-2016-1255631,42399,42403, 二级, 范晒-19780, 范晒明, 消费者, 朗乡, 黑龙江, 中国, 东北, 办公用-器具-10003122, 办公用品, 器具, Breville 炉灶, 红色,5275.04,10,0,1624.56
227, US-2016-1255631,42399,42403, 二级, 范晒-19780, 范晒明, 消费者, 朗乡, 黑龙江, 中国, 东北, 家具-椅子-10000989, 家具, 椅子, Office Star 摇椅, 每套两件,2706.32,12,0,80.08
228, US-2016-1255631,42399,42403, 二级, 范晒-19780, 范晒明, 消费者, 朗乡, 黑龙江, 中国, 东北, 技术-配件-10001323, 技术, 配件, 罗技 记忆卡, 可编程,1991.76,12,0,215.04
